Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Domain/Realm name	Domain/Realm taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid	Scientific name is formal
260714	260714	Campylobacter insulaenigrae	Foster et al. 2004	SPECIES				yes	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Campylobacteraceae	72294	Campylobacter	194	Campylobacter insulaenigrae	260714	TRUE
262727	262727	Haemophilus influenzae R2846		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	Haemophilus influenzae	727	FALSE
262728	262728	Haemophilus influenzae R2866		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	Haemophilus influenzae	727	FALSE
263765	263765	uncultured Tolumonas sp.		SPECIES				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Aeromonadales	135624	Aeromonadaceae	84642	Tolumonas	43947	uncultured Tolumonas sp.	263765	FALSE
272624	272624	Legionella pneumophila subsp. pneumophila str. Philadelphia 1		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	FALSE
272831	272831	Neisseria meningitidis FAM18		STRAIN				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria meningitidis	487	FALSE
272843	272843	Pasteurella multocida subsp. multocida str. Pm70		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Pasteurella	745	Pasteurella multocida	747	FALSE
273384	273384	Brevibacterium aurantiacum	Gavrish et al. 2005	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Brevibacteriaceae	85019	Brevibacterium	1696	Brevibacterium aurantiacum	273384	TRUE
273677	273677	Microbacterium oleivorans	Schippers et al. 2005	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Microbacterium	33882	Microbacterium oleivorans	273677	TRUE
273678	273678	Microbacterium hydrocarbonoxydans	Schippers et al. 2005	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Microbacterium	33882	Microbacterium hydrocarbonoxydans	273678	TRUE
278860	278860	Vibrio neonatus	Sawabe et al. 2005	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Vibrionales	135623	Vibrionaceae	641	Vibrio	662	Vibrio neonatus	278860	TRUE
278992	278992	Streptomyces ambofaciens ATCC 23877		STRAIN				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces ambofaciens	1889	FALSE
28037	28037	Streptococcus mitis	Andrewes and Horder 1906 (Approved Lists 1980)	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Streptococcaceae	1300	Streptococcus	1301	Streptococcus mitis	28037	TRUE
28072	28072	Nostoc sp. PCC 7524		SPECIES				no	cyanobacteria	Bacteria	2	Bacillati	1783272	Cyanobacteriota	1117	Cyanophyceae	3028117	Nostocales	1161	Nostocaceae	1162	Nostoc	1177	Nostoc sp. PCC 7524	28072	FALSE
28080	28080	Campylobacter upsaliensis	Sandstedt and Ursing 1991	SPECIES				yes	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Campylobacteraceae	72294	Campylobacter	194	Campylobacter upsaliensis	28080	TRUE
28091	28091	Neisseria weaveri	Holmes et al. 1993 emend. Yi and Chun 2015	SPECIES				yes	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria weaveri	28091	TRUE
281310	281310	Haemophilus influenzae 86-028NP		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Haemophilus	724	Haemophilus influenzae	727	FALSE
281362	281362	Dechloromonas denitrificans	Horn et al. 2005	SPECIES				yes	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Rhodocyclales	206389	Azonexaceae	2008795	Dechloromonas	73029	Dechloromonas denitrificans	281362	TRUE
28169	28169	Vibrio pelagius	(Baumann et al. 1971) Baumann et al. 1981	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Vibrionales	135623	Vibrionaceae	641	Vibrio	662	Vibrio pelagius	28169	TRUE
283942	283942	Idiomarina loihiensis L2TR		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Alteromonadales	135622	Idiomarinaceae	267893	Idiomarina	135575	Idiomarina loihiensis	135577	FALSE
284034	284034	Streptoverticillium olivoreticuli subsp. olivoreticuli	corrig. (Arai et al. 1957) Baldacci et al. 1966	SUBSPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces olivoreticuli	68246	TRUE
284035	284035	Streptomyces lienomycini	Gause and Maximova 1986	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces lienomycini	284035	TRUE
285557	285557	Streptomyces caniferus	(ex Krasil'nikov 1970) Preobrazhenskaya 1983	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces caniferus	285557	TRUE
285562	285562	Streptomyces coelicoflavus	(ex Ryabova and Preobrazhenskaya) Terekhova 1986	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces coelicoflavus	285562	TRUE
285578	285578	Streptomyces angustmyceticus	(Yuntsen et al. 1956) Kumar and Goodfellow 2010	SPECIES	Streptomyces hygroscopicus subsp. angustmyceticus	Yuntsen et al. 1956 (Approved Lists 1980)		yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces angustmyceticus	285578	TRUE
28894	28894	Streptomyces nitrosporeus	Okami 1952	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces nitrosporeus	28894	TRUE
29495	29495	Vibrio navarrensis	Urdaci et al. 1991	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Vibrionales	135623	Vibrionaceae	641	Vibrio	662	Vibrio navarrensis	29495	TRUE
296199	296199	Vibrio gigantis	Le Roux et al. 2005	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Vibrionales	135623	Vibrionaceae	641	Vibrio	662	Vibrio gigantis	296199	TRUE
297245	297245	Legionella pneumophila str. Lens		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	FALSE
297246	297246	Legionella pneumophila str. Paris		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	FALSE
299767	299767	Enterobacter ludwigii	Hoffmann et al. 2005	SPECIES				yes	enterobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Enterobacterales	91347	Enterobacteriaceae	543	Enterobacter	547	Enterobacter ludwigii	299767	TRUE
314275	314275	Alteromonas mediterranea	Ivanova et al. 2015	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Alteromonadales	135622	Alteromonadaceae	72275	Alteromonas	226	Alteromonas mediterranea	314275	TRUE
316275	316275	Aliivibrio salmonicida LFI1238		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Vibrionales	135623	Vibrionaceae	641	Aliivibrio	511678	Aliivibrio salmonicida	40269	FALSE
319947	319947	Streptomyces durmitorensis	Savic et al. 2007	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces durmitorensis	319947	TRUE
32022	32022	Campylobacter jejuni subsp. jejuni	(Jones et al. 1931) Veron and Chatelain 1973 (Approved Lists 1980)	SUBSPECIES				yes	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Campylobacteraceae	72294	Campylobacter	194	Campylobacter jejuni	197	TRUE
333140	333140	Roseivirga spongicola	Lau et al. 2006 emend. Hahnke et al. 2016	SPECIES				yes	CFB group bacteria	Bacteria	2	Pseudomonadati	3379134	Bacteroidota	976	Cytophagia	768503	Cytophagales	768507	Roseivirgaceae	2762306	Roseivirga	290180	Roseivirga spongicola	333140	TRUE
33889	33889	Brevibacterium casei	Collins et al. 1983	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Brevibacteriaceae	85019	Brevibacterium	1696	Brevibacterium casei	33889	TRUE
33899	33899	Streptomyces galilaeus	Ettlinger et al. 1958 (Approved Lists 1980)	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces galilaeus	33899	TRUE
33900	33900	Streptomyces murinus	Frommer 1959	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces murinus	33900	TRUE
33918	33918	Microbacterium maritypicum	(ZoBell and Upham 1944) Takeuchi and Hatano 1998	SPECIES	Flavobacterium marinotypicum	ZoBell and Upham 1944 (Approved Lists 1980)		yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Microbacterium	33882	Microbacterium maritypicum	33918	TRUE
342617	342617	Streptococcus agalactiae CJB111		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Streptococcaceae	1300	Streptococcus	1301	Streptococcus agalactiae	1311	FALSE
354242	354242	Campylobacter jejuni subsp. jejuni 81-176		STRAIN				no	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Campylobacteraceae	72294	Campylobacter	194	Campylobacter jejuni	197	FALSE
35554	35554	Geobacter sulfurreducens	Caccavo et al. 1995 emend. Viulu et al. 2013	SPECIES				yes	bacteria	Bacteria	2	Pseudomonadati	3379134	Thermodesulfobacteriota	200940	Desulfuromonadia	3031651	Geobacterales	3031668	Geobacteraceae	213422	Geobacter	28231	Geobacter sulfurreducens	35554	TRUE
35620	35620	Streptomyces hirsutus	Ettlinger et al. 1958 (Approved Lists 1980) emend. Labeda et al. 2016	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces hirsutus	35620	TRUE
358099	358099	Brevibacterium oceani	Bhadra et al. 2008	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Brevibacteriaceae	85019	Brevibacterium	1696	Brevibacterium oceani	358099	TRUE
362257	362257	Streptomyces vietnamensis	Zhu et al. 2007	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces vietnamensis	362257	TRUE
364106	364106	Escherichia coli UTI89		STRAIN				no	enterobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Enterobacterales	91347	Enterobacteriaceae	543	Escherichia	561	Escherichia coli	562	FALSE
367477	367477	Microbacterium sp. XT11		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Microbacteriaceae	85023	Microbacterium	33882	Microbacterium sp. XT11	367477	FALSE
37372	37372	Helicobacter bilis	Fox et al. 1997	SPECIES				yes	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Helicobacteraceae	72293	Helicobacter	209	Helicobacter bilis	37372	TRUE
374833	374833	Neisseria meningitidis 053442		STRAIN				no	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Neisseriaceae	481	Neisseria	482	Neisseria meningitidis	487	FALSE
376149	376149	Streptomyces sp. NL15-2K		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. NL15-2K	376149	FALSE
37928	37928	Crystallibacter crystallopoietes	(Ensign and Rittenberg 1963) Plotnikova et al. 2025	SPECIES	Arthrobacter crystallopoietes	Ensign and Rittenberg 1963 (Approved Lists 1980)		yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Micrococcaceae	1268	Crystallibacter	3456524	Crystallibacter crystallopoietes	37928	TRUE
37929	37929	Glutamicibacter nicotianae	(Giovannozzi-Sermanni 1959) Busse 2016	SPECIES	Arthrobacter nicotianae	Giovannozzi-Sermanni 1959		yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Micrococcaceae	1268	Glutamicibacter	1742989	Glutamicibacter nicotianae	37929	TRUE
37930	37930	Glutamicibacter protophormiae	(Lysenko 1959) Busse 2016	SPECIES	Brevibacterium protophormiae	Lysenko 1959 (Approved Lists 1980)		yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Micrococcaceae	1268	Glutamicibacter	1742989	Glutamicibacter protophormiae	37930	TRUE
382	382	Sinorhizobium meliloti	(Dangeard 1926) De Lajudie et al. 1994	SPECIES	Rhizobium meliloti	Dangeard 1926 (Approved Lists 1980)		yes	a-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Alphaproteobacteria	28211	Hyphomicrobiales	356	Rhizobiaceae	82115	Sinorhizobium	28105	Sinorhizobium meliloti	382	TRUE
382638	382638	Helicobacter acinonychis str. Sheeba		STRAIN				no	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Helicobacteraceae	72293	Helicobacter	209	Helicobacter acinonychis	212	FALSE
38293	38293	Photobacterium damselae	(Love et al. 1982) Smith et al. 1991	SPECIES	Vibrio damsela	Love et al. 1982		yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Vibrionales	135623	Vibrionaceae	641	Photobacterium	657	Photobacterium damselae	38293	TRUE
38294	38294	Photobacterium damselae subsp. piscicida	Gauthier et al. 1995	SUBSPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Vibrionales	135623	Vibrionaceae	641	Photobacterium	657	Photobacterium damselae	38293	TRUE
38300	38300	Streptomyces pristinaespiralis	Mancy et al.	SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces pristinaespiralis	38300	FALSE
394935	394935	Chromobacterium haemolyticum	Han et al. 2008	SPECIES				yes	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Neisseriales	206351	Chromobacteriaceae	1499392	Chromobacterium	535	Chromobacterium haemolyticum	394935	TRUE
400065	400065	Streptococcus merionis	Tappe et al. 2009	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Streptococcaceae	1300	Streptococcus	1301	Streptococcus merionis	400065	TRUE
400673	400673	Legionella pneumophila str. Corby		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	FALSE
40214	40214	Acinetobacter johnsonii	Bouvet and Grimont 1986	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Moraxellales	2887326	Moraxellaceae	468	Acinetobacter	469	Acinetobacter johnsonii	40214	TRUE
40318	40318	Streptomyces nodosus	Trejo 1961	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces nodosus	40318	TRUE
405955	405955	Escherichia coli APEC O1		STRAIN				no	enterobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Enterobacterales	91347	Enterobacteriaceae	543	Escherichia	561	Escherichia coli	562	FALSE
413999	413999	Clostridium botulinum A str. ATCC 3502		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium botulinum	1491	FALSE
41977	41977	Parazoarcus communis	(Reinhold-Hurek et al. 1993) Huang et al. 2022	SPECIES	Azoarcus communis	Reinhold-Hurek et al. 1993		yes	b-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Betaproteobacteria	28216	Rhodocyclales	206389	Zoogloeaceae	2008794	Parazoarcus	2891322	Parazoarcus communis	41977	TRUE
42239	42239	Streptomyces sampsonii	(Millard and Burr 1926) Waksman 1953	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sampsonii	42239	TRUE
423211	423211	Streptococcus suis GZ1		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Bacilli	91061	Lactobacillales	186826	Streptococcaceae	1300	Streptococcus	1301	Streptococcus suis	1307	FALSE
423212	423212	Legionella pneumophila 2300/99 Alcoy		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	FALSE
424188	424188	Streptomyces deccanensis	Dastager et al. 2008	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces deccanensis	424188	TRUE
42684	42684	Streptomyces collinus	Lindenbein 1952 (Approved Lists 1980)	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces collinus	42684	TRUE
42881	42881	Streptomyces chromofuscus	(Preobrazhenskaya et al. 1957) Pridham et al. 1958 (Approved Lists 1980)	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces chromofuscus	42881	TRUE
43658	43658	Pseudoalteromonas rubra	(Gauthier 1976) Gauthier et al. 1995	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Alteromonadales	135622	Pseudoalteromonadaceae	267888	Pseudoalteromonas	53246	Pseudoalteromonas rubra	43658	TRUE
43674	43674	Jonesia denitrificans	(Prevot 1961) Rocourt et al. 1987	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Micrococcales	85006	Jonesiaceae	85022	Jonesia	43673	Jonesia denitrificans	43674	TRUE
438033	438033	Ruminococcus gauvreauii	Domingo et al. 2008	SPECIES				yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Oscillospiraceae	216572	Ruminococcus	1263	Ruminococcus gauvreauii	438033	TRUE
439855	439855	Escherichia coli SMS-3-5		STRAIN				no	enterobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Enterobacterales	91347	Enterobacteriaceae	543	Escherichia	561	Escherichia coli	562	FALSE
441770	441770	Clostridium botulinum A str. ATCC 19397		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium botulinum	1491	FALSE
441771	441771	Clostridium botulinum A str. Hall		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium botulinum	1491	FALSE
441772	441772	Clostridium botulinum F str. Langeland		STRAIN				no	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium botulinum	1491	FALSE
44283	44283	Pasteurella multocida subsp. multocida	(Lehmann and Neumann 1899) Rosenbusch and Merchant 1939	SUBSPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Pasteurella	745	Pasteurella multocida	747	TRUE
444103	444103	Streptomyces sp. CNQ-509		SPECIES				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces sp. CNQ-509	444103	FALSE
446	446	Legionella pneumophila	Brenner et al. 1979 (Approved Lists 1980)	SPECIES				yes	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Legionellales	118969	Legionellaceae	444	Legionella	445	Legionella pneumophila	446	TRUE
452529	452529	Streptomyces scopuliridis	Farris et al. 2011	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces scopuliridis	452529	TRUE
45398	45398	Streptomyces griseoviridis	Anderson et al. 1956 (Approved Lists 1980)	SPECIES				yes	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces griseoviridis	45398	TRUE
454154	454154	Paraprevotella clara	Morotomi et al. 2009	SPECIES				yes	CFB group bacteria	Bacteria	2	Pseudomonadati	3379134	Bacteroidota	976	Bacteroidia	200643	Bacteroidales	171549	Prevotellaceae	171552	Paraprevotella	577309	Paraprevotella clara	454154	TRUE
454601	454601	Maritalea myrionectae	Hwang et al. 2009	SPECIES				yes	a-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Alphaproteobacteria	28211	Hyphomicrobiales	356	Devosiaceae	2831106	Maritalea	623276	Maritalea myrionectae	454601	TRUE
45498	45498	Helicobacter cholecystus	Franklin et al. 1997	SPECIES				yes	e-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Campylobacterota	29547	Epsilonproteobacteria	3031852	Campylobacterales	213849	Helicobacteraceae	72293	Helicobacter	209	Helicobacter cholecystus	45498	TRUE
455632	455632	Streptomyces griseus subsp. griseus NBRC 13350		STRAIN				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces griseus	1911	FALSE
456298	456298	Glaesserella parasuis 29755		STRAIN				no	g-proteobacteria	Bacteria	2	Pseudomonadati	3379134	Pseudomonadota	1224	Gammaproteobacteria	1236	Pasteurellales	135625	Pasteurellaceae	712	Glaesserella	2094023	Glaesserella parasuis	738	FALSE
457428	457428	Streptomyces lividans TK24		STRAIN				no	high G+C Gram-positive bacteria	Bacteria	2	Bacillati	1783272	Actinomycetota	201174	Actinomycetes	1760	Kitasatosporales	85011	Streptomycetaceae	2062	Streptomyces	1883	Streptomyces lividans	1916	FALSE
46867	46867	Clostridium chauvoei	(Arloing et al. 1887) Scott 1928 (Approved Lists 1980)	SPECIES	"Bacterium chauvoei"	Arloing et al. 1887		yes	firmicutes	Bacteria	2	Bacillati	1783272	Bacillota	1239	Clostridia	186801	Eubacteriales	186802	Clostridiaceae	31979	Clostridium	1485	Clostridium chauvoei	46867	TRUE
