target_ID	accession_1	tlen	query_ID	accession_2	qlen	e_value_seq	score_seq	bias_seq	#	of	c_value	i_value	score_dom	bias_dom	hmm_from	hmm_to	ali_from	ali_to	env_from	env_to	acc	description	View_neuO_ncbi_40_complete$target_ID
GCF_001975365.1_protein.faa_WP_001278793.1	-	183	neuO_final_mafft	-	319	1.6e-28	97.6	0.2	1	1	5.8e-31	2e-28	97.3	0.2	104	225	63	182	56	183	0.92	-	GCF_001975365.1_protein.faa_WP_001278793.1
GCF_001975365.1_protein.faa_WP_076935402.1	-	184	neuO_final_mafft	-	319	1.9e-16	58	5.8	1	1	4.4e-18	1.5e-15	55	5.7	95	225	53	177	52	181	0.91	-	GCF_001975365.1_protein.faa_WP_076935402.1
GCF_024206755.1_protein.faa_WP_024417183.1	-	185	neuO_final_mafft	-	319	5e-28	95	0	1	1	1.5e-30	6.2e-28	94.7	0	103	225	61	181	38	183	0.93	-	GCF_024206755.1_protein.faa_WP_024417183.1
GCF_024206755.1_protein.faa_WP_013730634.1	-	232	neuO_final_mafft	-	319	1.6e-19	67.1	5.6	1	4	0.85	350	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_024206755.1_protein.faa_WP_013730634.1
GCF_000219415.3_protein.faa_WP_040959205.1	-	183	neuO_final_mafft	-	319	8.5e-25	86	1.8	1	1	1.8e-27	1e-24	85.7	1.8	98	222	60	181	54	183	0.93	-	GCF_000219415.3_protein.faa_WP_040959205.1
GCF_000219415.3_protein.faa_WP_040961164.1	-	204	neuO_final_mafft	-	319	2.7e-19	67.9	1.4	1	1	8.4e-22	4.7e-19	67.1	1.4	171	225	107	161	101	166	0.94	-	GCF_000219415.3_protein.faa_WP_040961164.1
GCF_000219415.3_protein.faa_WP_410468151.1	-	216	neuO_final_mafft	-	319	6.9e-19	66.5	1.1	1	2	2.4	1300	-3.4	0	135	150	66	81	63	88	0.75	-	GCF_000219415.3_protein.faa_WP_410468151.1
GCF_000219415.3_protein.faa_WP_040958004.1	-	176	neuO_final_mafft	-	319	2.6e-16	58.1	2.3	1	3	0.26	150	-0.3	0	180	196	20	36	19	43	0.88	-	GCF_000219415.3_protein.faa_WP_040958004.1
GCF_025808215.1_protein.faa_WP_011478229.1	-	111	neuO_final_mafft	-	319	4.6e-66	221.2	7.2	1	1	2e-68	5.1e-66	221	7.2	143	261	1	111	1	111	0.99	-	GCF_025808215.1_protein.faa_WP_011478229.1
GCF_025808215.1_protein.faa_WP_024185241.1	-	203	neuO_final_mafft	-	319	7.6e-34	115.3	0.4	1	1	3.9e-36	1e-33	114.9	0.4	96	236	58	193	51	201	0.89	-	GCF_025808215.1_protein.faa_WP_024185241.1
GCF_025808215.1_protein.faa_WP_000102564.1	-	183	neuO_final_mafft	-	319	1.1e-31	108.3	0.5	1	1	5.4e-34	1.4e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_025808215.1_protein.faa_WP_000102564.1
GCF_025808215.1_protein.faa_WP_001153547.1	-	182	neuO_final_mafft	-	319	1.6e-19	68.2	2.1	1	1	1.2e-21	3e-19	67.4	2.1	95	227	53	179	47	181	0.92	-	GCF_025808215.1_protein.faa_WP_001153547.1
GCF_000427075.1_protein.faa_WP_000136503.1	-	182	neuO_final_mafft	-	319	1.9e-32	109.5	0.1	1	1	5.7e-35	2.2e-32	109.2	0.1	100	225	57	180	41	182	0.93	-	GCF_000427075.1_protein.faa_WP_000136503.1
GCF_000427075.1_protein.faa_WP_000146569.1	-	212	neuO_final_mafft	-	319	5.7e-22	75	7.2	1	1	7.4e-24	2.9e-21	72.7	7.2	170	225	106	161	29	211	0.83	-	GCF_000427075.1_protein.faa_WP_000146569.1
GCF_023168385.1_protein.faa_WP_010639430.1	-	186	neuO_final_mafft	-	319	1.2e-28	98.5	0	1	1	2.2e-31	1.6e-28	98.1	0	105	225	58	176	47	178	0.93	-	GCF_023168385.1_protein.faa_WP_010639430.1
GCF_023168385.1_protein.faa_WP_008412820.1	-	250	neuO_final_mafft	-	319	5e-26	89.9	0.4	1	1	1.1e-28	8.3e-26	89.2	0.4	113	229	98	211	77	216	0.93	-	GCF_023168385.1_protein.faa_WP_008412820.1
GCF_023168385.1_protein.faa_WP_010636715.1	-	215	neuO_final_mafft	-	319	7.1e-20	69.7	0.3	1	2	0.19	140	-0.2	0	134	150	63	79	52	88	0.81	-	GCF_023168385.1_protein.faa_WP_010636715.1
GCF_023168385.1_protein.faa_WP_248496101.1	-	182	neuO_final_mafft	-	319	1.3e-17	62.3	0	1	1	2.1e-20	1.6e-17	62	0	108	222	65	176	57	181	0.89	-	GCF_023168385.1_protein.faa_WP_248496101.1
GCF_008124085.1_protein.faa_WP_001350210.1	-	203	neuO_final_mafft	-	319	1.3e-34	117.8	0.6	1	1	5.2e-37	1.6e-34	117.5	0.6	98	237	60	194	50	202	0.88	-	GCF_008124085.1_protein.faa_WP_001350210.1
GCF_008124085.1_protein.faa_WP_000102539.1	-	183	neuO_final_mafft	-	319	1e-31	108.2	0.5	1	1	4.3e-34	1.3e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_008124085.1_protein.faa_WP_000102539.1
GCF_008124085.1_protein.faa_WP_001153555.1	-	182	neuO_final_mafft	-	319	2.3e-20	71	0.3	1	1	1.1e-22	3.5e-20	70.4	0.3	95	227	53	179	46	181	0.91	-	GCF_008124085.1_protein.faa_WP_001153555.1
GCF_000294495.1_protein.faa_WP_014917244.1	-	185	neuO_final_mafft	-	319	2.6e-28	95.7	0	1	1	8.9e-31	3.2e-28	95.4	0	103	225	61	181	30	183	0.92	-	GCF_000294495.1_protein.faa_WP_014917244.1
GCF_000294495.1_protein.faa_WP_012028552.1	-	232	neuO_final_mafft	-	319	1.3e-19	67.1	5.6	1	4	0.85	300	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_000294495.1_protein.faa_WP_012028552.1
GCF_025884415.1_protein.faa_WP_264245665.1	-	202	neuO_final_mafft	-	319	1.3e-32	110.2	0	1	1	4.5e-35	1.5e-32	110	0	102	228	63	185	23	200	0.89	-	GCF_025884415.1_protein.faa_WP_264245665.1
GCF_025884415.1_protein.faa_WP_264243857.1	-	210	neuO_final_mafft	-	319	1.4e-14	51	16.3	1	3	3.5e-6	0.0011	15.1	2.3	176	208	105	137	94	149	0.85	-	GCF_025884415.1_protein.faa_WP_264243857.1
GCF_002850575.1_protein.faa_WP_088207831.1	-	183	neuO_final_mafft	-	319	7.2e-30	102.1	0.1	1	1	2.6e-32	8.7e-30	101.8	0.1	104	224	63	181	54	183	0.92	-	GCF_002850575.1_protein.faa_WP_088207831.1
GCF_002850575.1_protein.faa_WP_006176308.1	-	184	neuO_final_mafft	-	319	1.9e-18	64.5	3.1	1	1	4.1e-20	1.4e-17	61.7	3.1	95	227	53	179	52	183	0.92	-	GCF_002850575.1_protein.faa_WP_006176308.1
GCF_003864155.1_protein.faa_WP_035685399.1	-	202	neuO_final_mafft	-	319	1.7e-32	109.7	0	1	1	6.1e-35	1.9e-32	109.6	0	102	228	63	185	23	200	0.89	-	GCF_003864155.1_protein.faa_WP_035685399.1
GCF_003864155.1_protein.faa_WP_017805869.1	-	210	neuO_final_mafft	-	319	2.2e-14	50.3	16.6	1	3	3.5e-6	0.0011	15.1	2.3	176	208	105	137	94	149	0.85	-	GCF_003864155.1_protein.faa_WP_017805869.1
GCF_016838665.1_protein.faa_WP_047403058.1	-	184	neuO_final_mafft	-	319	4.6e-32	109.1	0.3	1	1	9.1e-35	5.7e-32	108.8	0.3	96	224	56	181	30	183	0.93	-	GCF_016838665.1_protein.faa_WP_047403058.1
GCF_016838665.1_protein.faa_WP_047404218.1	-	216	neuO_final_mafft	-	319	1.1e-23	81.6	2.8	1	1	3.6e-26	2.2e-23	80.6	2.9	135	226	70	170	67	198	0.86	-	GCF_016838665.1_protein.faa_WP_047404218.1
GCF_016838665.1_protein.faa_WP_041346735.1	-	236	neuO_final_mafft	-	319	1.8e-21	74.3	0.5	1	4	0.25	160	-1.1	0.2	46	83	33	72	10	83	0.56	-	GCF_016838665.1_protein.faa_WP_041346735.1
GCF_017356665.1_protein.faa_WP_011478229.1	-	111	neuO_final_mafft	-	319	4.6e-66	221.2	7.2	1	1	1.6e-68	5e-66	221	7.2	143	261	1	111	1	111	0.99	-	GCF_017356665.1_protein.faa_WP_011478229.1
GCF_017356665.1_protein.faa_WP_000102543.1	-	183	neuO_final_mafft	-	319	9.7e-32	108.4	0.4	1	1	3.8e-34	1.2e-31	108.1	0.4	104	225	63	182	54	183	0.93	-	GCF_017356665.1_protein.faa_WP_000102543.1
GCF_017356665.1_protein.faa_WP_001153547.1	-	182	neuO_final_mafft	-	319	1.6e-19	68.2	2.1	1	1	9.2e-22	2.9e-19	67.4	2.1	95	227	53	179	47	181	0.92	-	GCF_017356665.1_protein.faa_WP_001153547.1
GCF_018316655.1_protein.faa_WP_220565782.1	-	180	neuO_final_mafft	-	319	1.6e-25	88.4	0.1	1	1	1.9e-28	2.1e-25	88	0.1	108	225	60	175	50	176	0.93	-	GCF_018316655.1_protein.faa_WP_220565782.1
GCF_018316655.1_protein.faa_WP_220563256.1	-	246	neuO_final_mafft	-	319	3.3e-17	61.1	0.8	1	1	4.1e-20	4.5e-17	60.6	0.8	111	225	84	199	73	201	0.94	-	GCF_018316655.1_protein.faa_WP_220563256.1
GCF_030988825.1_protein.faa_WP_024186800.1	-	203	neuO_final_mafft	-	319	1.3e-34	117.8	0.8	1	1	5e-37	1.7e-34	117.4	0.8	103	237	64	194	51	202	0.88	-	GCF_030988825.1_protein.faa_WP_024186800.1
GCF_030988825.1_protein.faa_WP_000102539.1	-	183	neuO_final_mafft	-	319	1e-31	108.2	0.5	1	1	4e-34	1.3e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_030988825.1_protein.faa_WP_000102539.1
GCF_030988825.1_protein.faa_WP_001153594.1	-	182	neuO_final_mafft	-	319	1.3e-19	68.5	3.1	1	1	7e-22	2.3e-19	67.7	3.1	95	227	53	179	46	181	0.91	-	GCF_030988825.1_protein.faa_WP_001153594.1
GCF_036347195.1_protein.faa_WP_313940830.1	-	190	neuO_final_mafft	-	319	1.4e-28	98.7	0	1	1	1.9e-31	1.9e-28	98.3	0	99	225	60	183	54	185	0.9	-	GCF_036347195.1_protein.faa_WP_313940830.1
GCF_036347195.1_protein.faa_WP_329452238.1	-	246	neuO_final_mafft	-	319	3.7e-20	71.1	0.2	1	1	7.8e-23	7.7e-20	70	0.1	115	225	98	208	75	213	0.94	-	GCF_036347195.1_protein.faa_WP_329452238.1
GCF_036347195.1_protein.faa_WP_326744368.1	-	219	neuO_final_mafft	-	319	8.8e-17	60	0.9	1	2	1.1	1100	-2.8	0	134	150	64	80	54	89	0.69	-	GCF_036347195.1_protein.faa_WP_326744368.1
GCF_036347195.1_protein.faa_WP_313936138.1	-	179	neuO_final_mafft	-	319	8e-14	50.3	0.7	1	1	4.6e-16	4.6e-13	47.7	0.2	114	212	70	163	68	167	0.87	-	GCF_036347195.1_protein.faa_WP_313936138.1
GCF_021398955.1_protein.faa_WP_011478229.1	-	111	neuO_final_mafft	-	319	4.4e-66	221.2	7.2	1	1	1.8e-68	4.9e-66	221	7.2	143	261	1	111	1	111	0.99	-	GCF_021398955.1_protein.faa_WP_011478229.1
GCF_021398955.1_protein.faa_WP_001350624.1	-	203	neuO_final_mafft	-	319	2.2e-34	117	0.5	1	1	1e-36	2.8e-34	116.7	0.5	98	237	60	194	51	202	0.88	-	GCF_021398955.1_protein.faa_WP_001350624.1
GCF_021398955.1_protein.faa_WP_000102539.1	-	183	neuO_final_mafft	-	319	1e-31	108.2	0.5	1	1	4.9e-34	1.3e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_021398955.1_protein.faa_WP_000102539.1
GCF_021398955.1_protein.faa_WP_000601187.1	-	196	neuO_final_mafft	-	319	1.4e-23	81.5	8.6	1	1	6e-25	1.6e-22	78	8.7	118	225	71	185	29	195	0.75	-	GCF_021398955.1_protein.faa_WP_000601187.1
GCF_021398955.1_protein.faa_WP_001153560.1	-	182	neuO_final_mafft	-	319	1.9e-19	67.9	2.5	1	1	1.3e-21	3.5e-19	67.1	2.5	95	227	53	179	47	181	0.91	-	GCF_021398955.1_protein.faa_WP_001153560.1
GCF_021729405.1_protein.faa_WP_011922479.1	-	185	neuO_final_mafft	-	319	2.2e-26	89.5	0	1	1	6.9e-29	2.6e-26	89.2	0	103	225	61	181	30	183	0.92	-	GCF_021729405.1_protein.faa_WP_011922479.1
GCF_021729405.1_protein.faa_WP_012028552.1	-	232	neuO_final_mafft	-	319	1.4e-19	67.1	5.6	1	4	0.85	320	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_021729405.1_protein.faa_WP_012028552.1
GCF_014058605.1_protein.faa_WP_016534479.1	-	197	neuO_final_mafft	-	319	5.2e-34	114.6	0.1	1	1	2.1e-36	6.2e-34	114.4	0.1	99	224	60	183	43	195	0.9	-	GCF_014058605.1_protein.faa_WP_016534479.1
GCF_014058605.1_protein.faa_WP_005751885.1	-	207	neuO_final_mafft	-	319	4.3e-25	85.3	3.6	1	2	0.0038	1.1	5.1	0	134	156	60	83	42	91	0.77	-	GCF_014058605.1_protein.faa_WP_005751885.1
GCF_036248275.1_protein.faa_WP_329383725.1	-	188	neuO_final_mafft	-	319	1.8e-24	85.1	0	1	1	1.9e-27	2.3e-24	84.8	0	103	225	66	186	58	187	0.9	-	GCF_036248275.1_protein.faa_WP_329383725.1
GCF_036248275.1_protein.faa_WP_329390723.1	-	247	neuO_final_mafft	-	319	2.4e-20	71.5	0.4	1	2	0.12	150	-0	0	173	190	68	85	59	91	0.68	-	GCF_036248275.1_protein.faa_WP_329390723.1
GCF_036248275.1_protein.faa_WP_329382814.1	-	215	neuO_final_mafft	-	319	8.3e-16	56.6	0.3	1	2	0.39	480	-1.7	0	135	148	65	78	54	88	0.56	-	GCF_036248275.1_protein.faa_WP_329382814.1
GCF_002189695.1_protein.faa_WP_011922479.1	-	185	neuO_final_mafft	-	319	2.2e-26	89.5	0	1	1	6.9e-29	2.6e-26	89.2	0	103	225	61	181	30	183	0.92	-	GCF_002189695.1_protein.faa_WP_011922479.1
GCF_002189695.1_protein.faa_WP_012028552.1	-	232	neuO_final_mafft	-	319	1.4e-19	67.1	5.6	1	4	0.85	320	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_002189695.1_protein.faa_WP_012028552.1
GCF_016127155.1_protein.faa_WP_198499233.1	-	221	neuO_final_mafft	-	319	1e-14	51.9	0.7	1	1	1.9e-17	1.6e-14	51.3	0.7	114	222	89	191	76	196	0.88	-	GCF_016127155.1_protein.faa_WP_198499233.1
GCF_035221255.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	4.7e-34	114.8	0.1	1	1	1.9e-36	5.7e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_035221255.1_protein.faa_WP_005754552.1
GCF_035221255.1_protein.faa_WP_005754722.1	-	207	neuO_final_mafft	-	319	4.3e-25	85.3	3.6	1	2	0.0038	1.1	5.1	0	134	156	60	83	42	91	0.77	-	GCF_035221255.1_protein.faa_WP_005754722.1
GCF_002082175.1_protein.faa_WP_083194002.1	-	184	neuO_final_mafft	-	319	1.8e-25	88.2	0	1	1	2.2e-28	2.4e-25	87.9	0	106	225	59	176	49	180	0.91	-	GCF_002082175.1_protein.faa_WP_083194002.1
GCF_002082175.1_protein.faa_WP_083193854.1	-	249	neuO_final_mafft	-	319	1e-19	69.4	0.1	1	1	1.8e-22	2e-19	68.4	0.1	108	229	91	209	72	216	0.91	-	GCF_002082175.1_protein.faa_WP_083193854.1
GCF_002082175.1_protein.faa_WP_419992197.1	-	221	neuO_final_mafft	-	319	1.6e-16	58.8	0.3	1	1	2.4e-19	2.7e-16	58.1	0.3	171	225	118	172	113	178	0.95	-	GCF_002082175.1_protein.faa_WP_419992197.1
GCF_000010605.1_protein.faa_WP_012379168.1	-	194	neuO_final_mafft	-	319	3.1e-28	97.4	0	1	1	4.9e-31	4.3e-28	96.9	0	106	225	71	188	61	190	0.94	-	GCF_000010605.1_protein.faa_WP_012379168.1
GCF_000010605.1_protein.faa_WP_003964279.1	-	190	neuO_final_mafft	-	319	7.1e-26	89.6	0.1	1	1	1e-28	9.1e-26	89.3	0.1	116	224	67	172	54	179	0.92	-	GCF_000010605.1_protein.faa_WP_003964279.1
GCF_000010605.1_protein.faa_WP_003970561.1	-	249	neuO_final_mafft	-	319	7.2e-21	73.2	0	1	1	1.8e-23	1.5e-20	72.1	0	110	225	93	208	73	214	0.92	-	GCF_000010605.1_protein.faa_WP_003970561.1
GCF_000010605.1_protein.faa_WP_012380961.1	-	220	neuO_final_mafft	-	319	9.7e-18	62.9	0.5	1	2	0.29	250	-0.9	0	134	150	65	81	51	90	0.77	-	GCF_000010605.1_protein.faa_WP_012380961.1
GCF_900078265.1_protein.faa_WP_000136509.1	-	182	neuO_final_mafft	-	319	1.7e-32	109.6	0.1	1	1	4.8e-35	1.9e-32	109.5	0.1	100	225	57	180	22	182	0.93	-	GCF_900078265.1_protein.faa_WP_000136509.1
GCF_900078265.1_protein.faa_WP_000146565.1	-	212	neuO_final_mafft	-	319	5e-22	75.2	6.5	1	1	4.9e-24	2e-21	73.3	6.6	170	225	106	161	33	211	0.84	-	GCF_900078265.1_protein.faa_WP_000146565.1
GCF_026315065.1_protein.faa_WP_010906993.1	-	203	neuO_final_mafft	-	319	6.3e-34	114.5	0.1	1	1	2.4e-36	7.5e-34	114.2	0.1	99	224	60	183	43	198	0.89	-	GCF_026315065.1_protein.faa_WP_010906993.1
GCF_026315065.1_protein.faa_WP_010907064.1	-	207	neuO_final_mafft	-	319	4.1e-25	85.5	3.6	1	2	0.0038	1.2	5.1	0	134	156	60	83	42	91	0.77	-	GCF_026315065.1_protein.faa_WP_010907064.1
GCF_001887055.1_protein.faa_WP_005459239.1	-	184	neuO_final_mafft	-	319	5.5e-30	102.5	0.5	1	1	1.9e-32	7.5e-30	102.1	0.5	103	225	59	179	52	181	0.9	-	GCF_001887055.1_protein.faa_WP_005459239.1
GCF_001887055.1_protein.faa_WP_005464401.1	-	208	neuO_final_mafft	-	319	1.8e-29	100.8	0	1	1	5.9e-32	2.4e-29	100.4	0	103	229	62	186	55	207	0.82	-	GCF_001887055.1_protein.faa_WP_005464401.1
GCF_001887055.1_protein.faa_WP_053048169.1	-	182	neuO_final_mafft	-	319	2e-27	94.1	0.6	1	1	6.2e-30	2.5e-27	93.8	0.6	98	224	55	179	49	182	0.95	-	GCF_001887055.1_protein.faa_WP_053048169.1
GCF_001887055.1_protein.faa_WP_053048346.1	-	219	neuO_final_mafft	-	319	4.1e-16	56.9	1.1	1	2	0.37	150	-0.8	0	135	150	67	82	48	97	0.76	-	GCF_001887055.1_protein.faa_WP_053048346.1
GCF_009665495.1_protein.faa_WP_020841746.1	-	184	neuO_final_mafft	-	319	3e-30	103.5	0.5	1	1	1.1e-32	4.1e-30	103	0.5	103	225	59	179	52	181	0.9	-	GCF_009665495.1_protein.faa_WP_020841746.1
GCF_009665495.1_protein.faa_WP_005464401.1	-	208	neuO_final_mafft	-	319	2e-29	100.8	0	1	1	6.4e-32	2.5e-29	100.4	0	103	229	62	186	55	207	0.82	-	GCF_009665495.1_protein.faa_WP_005464401.1
GCF_009665495.1_protein.faa_WP_031777938.1	-	182	neuO_final_mafft	-	319	5.9e-28	95.9	1	1	1	1.9e-30	7.5e-28	95.6	1	98	224	55	179	50	182	0.95	-	GCF_009665495.1_protein.faa_WP_031777938.1
GCF_009665495.1_protein.faa_WP_154120262.1	-	212	neuO_final_mafft	-	319	1.2e-21	75.2	2.6	1	2	0.028	11	3	0.1	172	190	62	80	50	82	0.85	-	GCF_009665495.1_protein.faa_WP_154120262.1
GCF_009665495.1_protein.faa_WP_025635165.1	-	219	neuO_final_mafft	-	319	4.4e-16	56.9	1.1	1	2	0.4	160	-0.8	0	135	150	67	82	48	97	0.76	-	GCF_009665495.1_protein.faa_WP_025635165.1
GCF_036195045.1_protein.faa_WP_328896172.1	-	192	neuO_final_mafft	-	319	2.9e-33	114	0	1	1	3.5e-36	3.6e-33	113.7	0	106	225	74	191	67	192	0.96	-	GCF_036195045.1_protein.faa_WP_328896172.1
GCF_036195045.1_protein.faa_WP_389262763.1	-	195	neuO_final_mafft	-	319	4e-28	97.1	0.1	1	1	5.1e-31	5.2e-28	96.7	0.1	107	225	63	179	51	186	0.93	-	GCF_036195045.1_protein.faa_WP_389262763.1
GCF_036195045.1_protein.faa_WP_328892657.1	-	245	neuO_final_mafft	-	319	1.7e-21	75.3	0.1	1	1	3.7e-24	3.8e-21	74.2	0.1	107	225	90	208	72	215	0.91	-	GCF_036195045.1_protein.faa_WP_328892657.1
GCF_036195045.1_protein.faa_WP_328896839.1	-	213	neuO_final_mafft	-	319	9.4e-19	66.3	0.2	1	1	1.4e-21	1.5e-18	65.7	0.2	171	225	114	168	109	183	0.95	-	GCF_036195045.1_protein.faa_WP_328896839.1
GCF_026968085.1_protein.faa_WP_001295812.1	-	203	neuO_final_mafft	-	319	9.7e-34	114.9	0.8	1	1	4e-36	1.2e-33	114.6	0.8	103	237	64	194	51	202	0.88	-	GCF_026968085.1_protein.faa_WP_001295812.1
GCF_026968085.1_protein.faa_WP_000102539.1	-	183	neuO_final_mafft	-	319	1e-31	108.2	0.5	1	1	4.3e-34	1.3e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_026968085.1_protein.faa_WP_000102539.1
GCF_026968085.1_protein.faa_WP_001296213.1	-	201	neuO_final_mafft	-	319	1.6e-30	104.3	9.7	1	2	0.64	200	-1.1	0	99	126	35	62	32	67	0.84	-	GCF_026968085.1_protein.faa_WP_001296213.1
GCF_026968085.1_protein.faa_WP_001153557.1	-	182	neuO_final_mafft	-	319	1.1e-18	65.4	2.5	1	1	6.6e-21	2e-18	64.6	2.5	95	227	53	179	47	181	0.91	-	GCF_026968085.1_protein.faa_WP_001153557.1
GCF_035918195.1_protein.faa_WP_164375509.1	-	193	neuO_final_mafft	-	319	7.9e-29	99.6	0	1	1	1.2e-31	9.8e-29	99.3	0	103	225	72	192	63	193	0.93	-	GCF_035918195.1_protein.faa_WP_164375509.1
GCF_035918195.1_protein.faa_WP_326841417.1	-	208	neuO_final_mafft	-	319	1.4e-28	98.7	0	1	1	2.3e-31	1.9e-28	98.3	0	107	225	76	192	65	201	0.93	-	GCF_035918195.1_protein.faa_WP_326841417.1
GCF_035918195.1_protein.faa_WP_326843651.1	-	272	neuO_final_mafft	-	319	2.4e-25	88.1	0.6	1	2	0.38	300	-0.9	0	136	152	65	81	59	84	0.83	-	GCF_035918195.1_protein.faa_WP_326843651.1
GCF_035918195.1_protein.faa_WP_326841472.1	-	219	neuO_final_mafft	-	319	1.2e-14	53	0.1	1	1	2.4e-17	1.9e-14	52.3	0.1	171	225	114	168	109	182	0.94	-	GCF_035918195.1_protein.faa_WP_326841472.1
GCF_036013935.1_protein.faa_WP_266586208.1	-	254	neuO_final_mafft	-	319	1.1e-24	86.1	1.2	1	1	2.3e-27	2.1e-24	85.2	0.6	114	225	94	205	83	210	0.93	-	GCF_036013935.1_protein.faa_WP_266586208.1
GCF_036013935.1_protein.faa_WP_266592182.1	-	566	neuO_final_mafft	-	319	4.5e-17	61.1	4	1	1	1e-19	9.3e-17	60.1	4	170	224	133	187	46	192	0.92	-	GCF_036013935.1_protein.faa_WP_266592182.1
GCF_012149945.1_protein.faa_WP_024186800.1	-	203	neuO_final_mafft	-	319	1.4e-34	117.8	0.8	1	1	5e-37	1.7e-34	117.4	0.8	103	237	64	194	51	202	0.88	-	GCF_012149945.1_protein.faa_WP_024186800.1
GCF_012149945.1_protein.faa_WP_000102539.1	-	183	neuO_final_mafft	-	319	1.1e-31	108.2	0.5	1	1	4e-34	1.4e-31	107.9	0.5	104	225	63	182	55	183	0.93	-	GCF_012149945.1_protein.faa_WP_000102539.1
GCF_012149945.1_protein.faa_WP_001153594.1	-	182	neuO_final_mafft	-	319	1.3e-19	68.5	3.1	1	1	7e-22	2.4e-19	67.7	3.1	95	227	53	179	46	181	0.91	-	GCF_012149945.1_protein.faa_WP_001153594.1
GCF_947098835.1_protein.faa_WP_009909862.1	-	185	neuO_final_mafft	-	319	5e-28	94.9	0	1	1	1.7e-30	6.4e-28	94.5	0	104	225	62	181	40	183	0.93	-	GCF_947098835.1_protein.faa_WP_009909862.1
GCF_947098835.1_protein.faa_WP_013730634.1	-	232	neuO_final_mafft	-	319	1.4e-19	67.1	5.6	1	4	0.85	330	-3.1	0	51	67	14	30	4	31	0.69	-	GCF_947098835.1_protein.faa_WP_013730634.1
GCF_000754275.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	4.7e-34	114.8	0.1	1	1	1.9e-36	5.6e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_000754275.1_protein.faa_WP_005754552.1
GCF_000754275.1_protein.faa_WP_005751885.1	-	207	neuO_final_mafft	-	319	4.3e-25	85.3	3.6	1	2	0.0038	1.1	5.1	0	134	156	60	83	42	91	0.77	-	GCF_000754275.1_protein.faa_WP_005751885.1
GCF_029167025.1_protein.faa_WP_275461549.1	-	247	neuO_final_mafft	-	319	5.8e-24	83.6	0.1	1	1	2.4e-26	1.8e-23	82	0.1	112	229	95	209	71	214	0.92	-	GCF_029167025.1_protein.faa_WP_275461549.1
GCF_029167025.1_protein.faa_WP_275461673.1	-	222	neuO_final_mafft	-	319	8.8e-23	79.7	0	1	1	1.4e-25	1.1e-22	79.4	0	115	225	113	221	102	222	0.87	-	GCF_029167025.1_protein.faa_WP_275461673.1
GCF_029167025.1_protein.faa_WP_275461219.1	-	216	neuO_final_mafft	-	319	8.7e-16	56.7	0.3	1	1	2.1e-18	1.6e-15	55.9	0.3	171	226	116	171	111	178	0.95	-	GCF_029167025.1_protein.faa_WP_275461219.1
GCF_000196095.1_protein.faa_WP_005479970.1	-	184	neuO_final_mafft	-	319	2.2e-30	103.8	0.3	1	1	7.8e-33	2.9e-30	103.4	0.3	103	225	59	179	47	181	0.9	-	GCF_000196095.1_protein.faa_WP_005479970.1
GCF_000196095.1_protein.faa_WP_005477857.1	-	208	neuO_final_mafft	-	319	1.4e-29	101.2	0	1	1	4.9e-32	1.8e-29	100.8	0	103	229	62	186	55	207	0.82	-	GCF_000196095.1_protein.faa_WP_005477857.1
GCF_000196095.1_protein.faa_WP_005463613.1	-	182	neuO_final_mafft	-	319	2.4e-26	90.6	0.7	1	1	7.9e-29	3e-26	90.3	0.7	98	224	55	179	50	182	0.95	-	GCF_000196095.1_protein.faa_WP_005463613.1
GCF_000196095.1_protein.faa_WP_005481729.1	-	212	neuO_final_mafft	-	319	2.3e-21	74.2	1	1	2	0.021	7.7	3.5	0.1	171	190	60	80	49	82	0.81	-	GCF_000196095.1_protein.faa_WP_005481729.1
GCF_000196095.1_protein.faa_WP_005464860.1	-	219	neuO_final_mafft	-	319	3.1e-14	50.8	5.8	1	1	2.6e-16	9.8e-14	49.1	6	168	218	114	164	63	173	0.88	-	GCF_000196095.1_protein.faa_WP_005464860.1
GCF_029224005.1_protein.faa_WP_005754552.1	-	203	neuO_final_mafft	-	319	5.3e-34	114.8	0.1	1	1	1.9e-36	6.4e-34	114.5	0.1	99	224	60	183	43	198	0.9	-	GCF_029224005.1_protein.faa_WP_005754552.1
GCF_029224005.1_protein.faa_WP_005751885.1	-	207	neuO_final_mafft	-	319	4.8e-25	85.3	3.6	1	2	0.0038	1.2	5.1	0	134	156	60	83	42	91	0.77	-	GCF_029224005.1_protein.faa_WP_005751885.1
